stop_id,title,latitude,longitude,routes
222210,Pryvokzalnyi Rynok,49.836124,23.999373,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '15', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
222266,Kardiolohichnyi tsentr,49.831225,23.99083,"[{'name': '38', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
222289,Vasylia Symonenka St,49.80477,23.987279,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
222298,Panteleimona Kulisha St,49.849403,24.025146,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
222433,Sobor Sviatoho Yura,49.836868,24.012822,"[{'name': '22', 'transport_type': 'trol'}, {'name': '27', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}]"
222463,Sobor Sviatoho Yura,49.837088,24.011738,"[{'name': '22', 'transport_type': 'trol'}, {'name': '30', 'transport_type': 'trol'}]"
222487,Sobor Sviatoho Yura,49.837359,24.011521,"[{'name': '27', 'transport_type': 'trol'}, {'name': '32', 'transport_type': 'trol'}]"
222491,Vahylevycha St,49.832439,24.041226,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
222492,Vahylevycha St,49.832811,24.040076,"[{'name': '24', 'transport_type': 'trol'}, {'name': '31', 'transport_type': 'trol'}, {'name': '15', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
222496,Holosko,49.869565,24.018269,"[{'name': '33', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '22', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '56', 'transport_type': 'marshrutka'}]"
222533,Kurmanovycha St,49.826707,23.942325,"[{'name': '27', 'transport_type': 'trol'}, {'name': '27', 'transport_type': 'marshrutka'}]"
222534,Sknyliv Station,49.821613,23.936655,"[{'name': '27', 'transport_type': 'trol'}, {'name': '27', 'transport_type': 'marshrutka'}]"
222553,Ivana Rubchaka St,49.806174,24.011623,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}]"
222554,Ivana Rubchaka St,49.806003,24.012087,"[{'name': '23', 'transport_type': 'trol'}, {'name': '38', 'transport_type': 'trol'}]"
222570,Kardiolohichnyi tsentr,49.829996,23.99031,"[{'name': '38', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}]"
222618,Silmash Stadium,49.829203,23.987235,"[{'name': '30', 'transport_type': 'trol'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
222626,Klub Naukovyi,49.804247,23.992404,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}]"
224354,Ivana Pidkovy Square,49.841755,24.02819,"[{'name': '33', 'transport_type': 'trol'}, {'name': '21', 'transport_type': 'marshrutka'}]"
225941,Khutorivka St,49.8016,24.045522,"[{'name': '38', 'transport_type': 'trol'}]"
225943,Khutorivka St,49.801962,24.045496,"[{'name': '38', 'transport_type': 'trol'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
226631,Vasylia Symonenka St,49.805463,23.986215,"[{'name': '22', 'transport_type': 'trol'}, {'name': '7', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
360,Avtovokzal,49.78758,24.01461,"[{'name': '25', 'transport_type': 'marshrutka'}]"
582,Petrushevycha Square,49.833832,24.035482,"[{'name': '57', 'transport_type': 'marshrutka'}]"
584,Shota Rustaveli St,49.833765,24.037162,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
3544,Shkola #23,49.865402,24.011114,"[{'name': '12', 'transport_type': 'marshrutka'}]"
3551,Bus Station #2,49.864903,24.051691,"[{'name': '25', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
3554,BTI,49.864944,24.040704,"[{'name': '25', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
3557,Betkhovena St,49.863567,24.033533,"[{'name': '25', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
3559,Zamarstynivska St,49.860559,24.027664,"[{'name': '25', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
3563,Rizni Square,49.8455,24.026069,"[{'name': '21', 'transport_type': 'marshrutka'}, {'name': '57', 'transport_type': 'marshrutka'}]"
3745,Stantsiina St,49.823474,23.930122,"[{'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}]"
3746,Stantsiina St,49.823932,23.930966,"[{'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}]"
3963,King Cross Leopolis Mall,49.774068,24.012394,"[{'name': '25', 'transport_type': 'marshrutka'}]"
4304,Shuvar Mall,49.799091,24.048855,"[{'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
4517,Bohdana Kotyka St,49.837236,24.061141,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
4720,Riasne-2 Microrayon,49.875479,23.937883,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4721,Velychkovskoho St,49.87532,23.932435,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
4722,Velychkovskoho St,49.875144,23.932434,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '12', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
5453,Zamarstyniv,49.871229,24.018574,"[{'name': '22', 'transport_type': 'marshrutka'}]"
5711,Vysochana St,49.857668,24.04688,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
6047,Poliklinika #5,49.825863,23.967623,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
6847,Tatarbunarska St,49.854158,23.986167,"[{'name': '12', 'transport_type': 'marshrutka'}]"
6848,Tatarbunarska St,49.854121,23.986563,"[{'name': '12', 'transport_type': 'marshrutka'}]"
6849,Vynnytsia St,49.861992,23.993905,"[{'name': '12', 'transport_type': 'marshrutka'}]"
6850,Vynnytsia St,49.861897,23.992266,"[{'name': '12', 'transport_type': 'marshrutka'}]"
7233,Uhorska St,49.810767,24.044722,"[{'name': '27', 'transport_type': 'marshrutka'}]"
7234,Lytvynenka St,49.810849,24.044167,"[{'name': '27', 'transport_type': 'marshrutka'}]"
7235,Videnska St,49.812259,24.042279,"[{'name': '27', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
7236,Lytvynenka St,49.813777,24.042617,"[{'name': '27', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
7237,Sumska St,49.812892,24.03812,"[{'name': '27', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
7238,Khersonska St,49.814018,24.03561,"[{'name': '27', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
7239,Khersonska St,49.81377,24.035749,"[{'name': '27', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
7241,Katolytskyi University,49.816699,24.02663,"[{'name': '27', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
7889,Dzhordzha Vashynhtona St,49.816065,24.062763,"[{'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7890,Dzhordzha Vashynhtona St,49.815894,24.063061,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7891,Perynatalnyi tsentr,49.816157,24.06933,"[{'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7892,Perynatalnyi tsentr,49.815708,24.070387,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7893,Metro-2 Mall,49.814509,24.075772,"[{'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7894,Metro-2 Mall,49.81443,24.075332,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7896,Lysynetska St,49.817062,24.0774,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7897,Lysynetska St,49.818042,24.076588,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7898,Yaroshynskoi St,49.821828,24.075174,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7899,Yaroshynskoi St,49.82233,24.075373,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7901,Maiorivka,49.825949,24.073159,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7907,Tadzhytska St,49.830104,24.069063,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7908,Tadzhytska St,49.830738,24.068664,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
7909,Pasichna St,49.834305,24.067807,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}]"
9100,Likarnia shvydkoi dopomohy,49.875055,24.041452,"[{'name': '17', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}]"
9102,Likarnia shvydkoi dopomohy,49.876207,24.040742,"[{'name': '17', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}]"
9103,Shchurata St,49.879829,24.038145,"[{'name': '17', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}]"
9106,Antonenka-Davydovycha St,49.792716,24.065565,"[{'name': '14', 'transport_type': 'marshrutka'}]"
9930,Boichuka St (Kinotsentr),49.812249,23.999931,"[{'name': '21', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}]"
9931,Boichuka St (Kinotsentr),49.812344,24.000496,"[{'name': '21', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}]"
9932,Arkasa St,49.817349,24.002822,"[{'name': '21', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}]"
9933,Arkasa St,49.817696,24.00358,"[{'name': '21', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}]"
9934,Isaievycha St,49.823104,24.006727,"[{'name': '21', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}]"
9935,Isaievycha St,49.823738,24.007707,"[{'name': '21', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}]"
9937,Ivana Horbachevskoho,49.826129,24.009305,"[{'name': '21', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}]"
9939,Stanislava Lema Square,49.832649,24.018592,"[{'name': '21', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}]"
10334,Bihova,49.841259,24.096269,"[{'name': '23', 'transport_type': 'marshrutka'}]"
10336,Bohdanivska St,49.840198,24.085983,"[{'name': '23', 'transport_type': 'marshrutka'}]"
14300,Muzei Franka,49.822257,24.032255,"[{'name': '30', 'transport_type': 'marshrutka'}]"
15719,Estonska St,49.846876,23.990362,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '17', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
23699,Shchurata St,49.878805,24.03656,"[{'name': '17', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}]"
29065,Kolomyiska St,49.78747,24.059378,"[{'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
47055,Tovarystvo Provesin-ahroinvest,49.84238,24.103887,"[{'name': '23', 'transport_type': 'marshrutka'}]"
47817,700-richchia Lvova Square,49.850516,24.025794,"[{'name': '20', 'transport_type': 'marshrutka'}, {'name': '55', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
51636,Svobody Ave,49.840122,24.028125,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}, {'name': '57', 'transport_type': 'marshrutka'}]"
76733,Kniazia Romana St,49.837661,24.032958,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}, {'name': '57', 'transport_type': 'marshrutka'}]"
88648,povydla Fabryka,49.856137,24.045838,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
137767,Pasichna St,49.836157,24.067585,"[{'name': '15', 'transport_type': 'marshrutka'}]"
161610,Bus Station #6,49.835869,24.070716,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}]"
167252,Zamarstynivska St,49.859798,24.026199,"[{'name': '25', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
167316,Podatkova,49.814613,24.020458,"[{'name': '27', 'transport_type': 'marshrutka'}]"
167317,Podatkova,49.814636,24.023086,"[{'name': '27', 'transport_type': 'marshrutka'}]"
167318,Katolytskyi University,49.817378,24.025453,"[{'name': '30', 'transport_type': 'marshrutka'}]"
167319,Katolytskyi University,49.817689,24.02538,"[{'name': '30', 'transport_type': 'marshrutka'}]"
167320,Karmanskoho St,49.820388,24.027496,"[{'name': '30', 'transport_type': 'marshrutka'}]"
167321,Karmanskoho St,49.820453,24.027351,"[{'name': '30', 'transport_type': 'marshrutka'}]"
167326,Shota Rustaveli St,49.834178,24.036181,"[{'name': '37', 'transport_type': 'marshrutka'}, {'name': '43', 'transport_type': 'marshrutka'}]"
167329,Ivana Kavaleridze St,49.793712,24.064414,"[{'name': '14', 'transport_type': 'marshrutka'}]"
167332,Kolomyiska St - Trylovskoho St,49.787908,24.066866,"[{'name': '14', 'transport_type': 'marshrutka'}]"
172128,Kos-Anatolskoho St,49.791265,24.06746,"[{'name': '14', 'transport_type': 'marshrutka'}]"
172129,Kos-Anatolskoho St,49.790972,24.067574,"[{'name': '14', 'transport_type': 'marshrutka'}]"
172133,King Cross Leopolis Mall,49.774206,24.011692,"[{'name': '25', 'transport_type': 'marshrutka'}]"
174030,Hlynianskyi Trakt St,49.842018,24.100952,"[{'name': '23', 'transport_type': 'marshrutka'}]"
174031,Hlynianskyi Trakt St,49.841907,24.101015,"[{'name': '23', 'transport_type': 'marshrutka'}]"
204331,Dubova St,49.838459,24.080638,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}]"
222134,Bohdana Kotyka St,49.837351,24.060072,"[{'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
222392,Muzei Franka,49.822147,24.032501,"[{'name': '30', 'transport_type': 'marshrutka'}]"
222408,Stryiskyi Park,49.825989,24.033354,"[{'name': '30', 'transport_type': 'marshrutka'}]"
222411,Enerhetychna St,49.815658,24.030291,"[{'name': '27', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
222412,Enerhetychna St,49.815554,24.030259,"[{'name': '27', 'transport_type': 'marshrutka'}, {'name': '30', 'transport_type': 'marshrutka'}]"
222423,Litsei Heroiv Krut,49.82801,24.0712,"[{'name': '15', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
222578,Petrytskoho,49.861793,23.999711,"[{'name': '12', 'transport_type': 'marshrutka'}]"
222579,Petrytskoho,49.861423,24.000213,"[{'name': '12', 'transport_type': 'marshrutka'}]"
222580,Tunelna St,49.862698,24.003836,"[{'name': '12', 'transport_type': 'marshrutka'}]"
222581,Tunelna St,49.862978,24.004735,"[{'name': '12', 'transport_type': 'marshrutka'}]"
222598,Briukhovychi (Vesniana St),49.899418,23.961516,"[{'name': '22', 'transport_type': 'marshrutka'}]"
222607,Halytske perekhrestia,49.873607,24.059803,"[{'name': '31', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
222617,Koledzh,49.815152,24.077738,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '27', 'transport_type': 'marshrutka'}]"
226150,Bihova St,49.840632,24.0923,"[{'name': '23', 'transport_type': 'marshrutka'}]"
226434,Prymiskyi vokzal,49.838002,23.999055,"[{'name': '31', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
226439,Maloholoskivska St,49.8645,24.007662,"[{'name': '12', 'transport_type': 'marshrutka'}]"
226451,Yanivskyi memorial,49.858737,23.986415,"[{'name': '12', 'transport_type': 'marshrutka'}]"
226452,Yanivskyi memorial,49.858771,23.98607,"[{'name': '12', 'transport_type': 'marshrutka'}]"
226561,"Zaliznychnyi vokzal (10, 31)",49.839827,23.99534,"[{'name': '31', 'transport_type': 'marshrutka'}]"
226562,Zaliznychnyi vokzal (32),49.839918,23.995416,"[{'name': '32', 'transport_type': 'marshrutka'}]"
1868,Panteleimona Kulisha St,49.848955,24.024297,"[{'name': '22', 'transport_type': 'marshrutka'}]"
3542,Pid Holoskom St,49.870571,24.003572,"[{'name': '37', 'transport_type': 'marshrutka'}]"
3545,Shkola #23,49.865471,24.010702,"[{'name': '12', 'transport_type': 'marshrutka'}]"
3546,Halytske perekhrestia,49.873689,24.060177,"[{'name': '56', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
3549,Skeit-park,49.868465,24.056344,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
3550,Bus Station #2,49.865189,24.050926,"[{'name': '12', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
3552,Mykolaichuka St,49.865291,24.043611,"[{'name': '25', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
3555,BTI,49.864863,24.041814,"[{'name': '25', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
3556,Betkhovena St,49.863456,24.032636,"[{'name': '25', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '60', 'transport_type': 'marshrutka'}]"
3564,Halytska Square,49.839252,24.032533,"[{'name': '39A', 'transport_type': 'marshrutka'}, {'name': '45', 'transport_type': 'marshrutka'}]"
3741,"METRO Mall, Zakhidna Bus Station",49.821617,23.918416,"[{'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}]"
3743,Azov-Halychyna,49.822711,23.924234,"[{'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}]"
3744,Azov-Halychyna,49.822556,23.925238,"[{'name': '14', 'transport_type': 'marshrutka'}, {'name': '21', 'transport_type': 'marshrutka'}]"
3747,Tsyrk,49.840194,24.012368,"[{'name': '7', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '34', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
3748,Tsyrk,49.840251,24.012077,"[{'name': '7', 'transport_type': 'marshrutka'}, {'name': '15', 'transport_type': 'marshrutka'}, {'name': '20', 'transport_type': 'marshrutka'}, {'name': '25', 'transport_type': 'marshrutka'}, {'name': '31', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
4303,Shuvar Mall,49.798375,24.049183,"[{'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
4305,Dytiacha poliklinika,49.797179,24.051499,"[{'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
4306,Dytiacha poliklinika,49.796499,24.053866,"[{'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '14', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}, {'name': '37', 'transport_type': 'marshrutka'}, {'name': '41', 'transport_type': 'marshrutka'}]"
4312,Santa Barbara,49.785141,24.059496,"[{'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}]"
